year,cluster,closure_protection_pct,offset_label,n_units,cluster_total_production,cluster_closure_production
2017,Cluster 6,1.9180975107125602,-3 days (June 8),2,61696.206824539004,1183.3934073055555
2018,Cluster 1,4.6671036217578985,-3 days (June 8),2,3190.528626571022,148.9052770839187
2018,Cluster 2,5.922206952442415,-3 days (June 8),5,99586.04311490824,5897.691569013397
2018,Cluster 3,2.8572609470234567,-3 days (June 8),1,47254.36877644959,1350.1806248119403
2018,Cluster 4,2.1966569248193495,-3 days (June 8),4,108783.17257052957,2389.593093308721
2018,Cluster 5,0.9530421775612629,-3 days (June 8),5,96028.66338228426,915.1936645814969
2018,Cluster 6,0.6013445139187488,-3 days (June 8),2,63797.062050512424,383.64013268209646
2019,Cluster 1,5.954064290771779,-3 days (June 8),2,2262.473396867049,134.70912061107222
2019,Cluster 2,12.745197743252945,-3 days (June 8),5,111907.65229046023,14262.85157425109
2019,Cluster 3,7.529143423132409,-3 days (June 8),1,53151.39148043584,4001.844495952595
2019,Cluster 4,4.562909040859506,-3 days (June 8),4,140135.68563663407,6394.263869384433
2019,Cluster 5,3.990852654136492,-3 days (June 8),5,96160.909342715,3837.640202745527
2019,Cluster 6,1.6650191233950613,-3 days (June 8),2,53205.79589213916,885.8866763586611
2020,Cluster 1,15.488618870836865,-3 days (June 8),2,2908.3390716563663,450.4615542804896
2020,Cluster 2,8.836849702035463,-3 days (June 8),5,137455.1083869548,12146.701335925138
2020,Cluster 3,3.465166654127467,-3 days (June 8),1,55609.05073116313,1926.9462826130912
2020,Cluster 4,2.260407971529816,-3 days (June 8),4,134967.69354936504,3050.8205039797804
2020,Cluster 5,2.7614187797018985,-3 days (June 8),5,92301.56813075565,2548.8328363220294
2020,Cluster 6,1.9853597410940016,-3 days (June 8),2,49360.14936329552,979.9765336027364
2021,Cluster 1,4.802831186363283,-3 days (June 8),2,3300.2419107031606,158.50504771268288
2021,Cluster 2,7.421530054203396,-3 days (June 8),5,115511.60536182916,8572.728508020973
2021,Cluster 3,2.4924502442863745,-3 days (June 8),1,51534.66514358986,1284.4758872635707
2021,Cluster 4,0.7526665019291507,-3 days (June 8),4,129669.06930779107,975.9756480430372
2021,Cluster 5,2.046761769820378,-3 days (June 8),5,90403.45983865326,1850.343454572474
2021,Cluster 6,2.78491907364839,-3 days (June 8),2,53829.343035363316,1499.1036414114542
2022,Cluster 1,6.59703617497115,-3 days (June 8),2,1992.0609236272767,131.41697975915585
2022,Cluster 2,4.632063728274191,-3 days (June 8),5,123157.8598775682,5704.75055590759
2022,Cluster 3,2.973968088387693,-3 days (June 8),1,50794.986042324905,1510.6266753997254
2022,Cluster 4,4.527427528650797,-3 days (June 8),4,125121.76004297545,5664.797008518064
2022,Cluster 5,1.0150266999344895,-3 days (June 8),5,100531.03471222077,1020.4168440494507
2022,Cluster 6,0.1739057525544316,-3 days (June 8),2,56662.99055023754,98.54020013623706
2017,Cluster 1,7.829135848879925,+3 days (June 14),2,3146.7650585852066,246.3645112817218
2017,Cluster 2,4.4168808756078946,+3 days (June 14),5,111127.38190590199,4908.364078965533
2017,Cluster 3,5.352140807246398,+3 days (June 14),1,51479.3854147365,2755.2491941017624
2017,Cluster 4,4.569181483962445,+3 days (June 14),4,122699.85671062849,5606.379133670489
2017,Cluster 5,6.763762956876793,+3 days (June 14),5,95733.12958194403,6475.161956122389
2017,Cluster 6,4.3599609237534835,+3 days (June 14),2,61696.206824539004,2689.9305089880304
2018,Cluster 1,31.88376005482642,+3 days (June 14),2,3190.528626571022,1017.2604917764536
2018,Cluster 2,25.922911952423277,+3 days (June 14),5,99586.04311490824,25815.60227357995
2018,Cluster 3,13.271171362936835,+3 days (June 14),1,47254.36877644959,6271.208256796743
2018,Cluster 4,6.745381075127765,+3 days (June 14),4,108783.17257052957,7337.83953549608
2018,Cluster 5,10.454923251403342,+3 days (June 14),5,96028.66338228426,10039.723055966284
2018,Cluster 6,9.139337401511558,+3 days (June 14),2,63797.062050512424,5830.628753048019
2019,Cluster 1,47.12268113589148,+3 days (June 14),2,2262.473396867049,1066.138124590032
2019,Cluster 2,39.074918537499485,+3 days (June 14),5,111907.65229046023,43727.82396972551
2019,Cluster 3,26.019646570782847,+3 days (June 14),1,53151.39148043584,13829.80421066259
2019,Cluster 4,20.518566831668323,+3 days (June 14),4,140135.68563663407,28753.83431236939
2019,Cluster 5,20.232856748437452,+3 days (June 14),5,96160.909342715,19456.09903530633
2019,Cluster 6,15.707650121158784,+3 days (June 14),2,53205.79589213916,8357.380262915092
2020,Cluster 1,40.676073180201165,+3 days (June 14),2,2908.3390716563663,1182.9981291153267
2020,Cluster 2,21.169459314750473,+3 days (June 14),5,137455.1083869548,29098.503246022556
2020,Cluster 3,11.481103418321611,+3 days (June 14),1,55609.05073116313,6384.532624391769
2020,Cluster 4,7.380397020073874,+3 days (June 14),4,134967.69354936504,9961.151632779776
2020,Cluster 5,12.702550613732837,+3 days (June 14),5,92301.56813075565,11724.653409078335
2020,Cluster 6,15.31259637509708,+3 days (June 14),2,49360.14936329552,7558.320442146493
2021,Cluster 1,54.99745013865412,+3 days (June 14),2,3300.2419107031606,1815.0488992939368
2021,Cluster 2,34.46026377661021,+3 days (June 14),5,115511.60536182916,39805.60390028336
2021,Cluster 3,18.63233390946711,+3 days (June 14),1,51534.66514358986,9602.11088867942
2021,Cluster 4,13.175590107400254,+3 days (June 14),4,129669.06930779107,17084.665068075297
2021,Cluster 5,8.414170497473092,+3 days (June 14),5,90403.45983865326,7606.701246438898
2021,Cluster 6,7.485514047412346,+3 days (June 14),2,53829.343035363316,4029.4030345419005
2022,Cluster 1,21.38655162447878,+3 days (June 14),2,1992.0609236272767,426.03313782261637
2022,Cluster 2,16.474708891753327,+3 days (June 14),5,123157.8598775682,20289.898892142835
2022,Cluster 3,10.921967330333977,+3 days (June 14),1,50794.986042324905,5547.81178099043
2022,Cluster 4,9.153514736216229,+3 days (June 14),4,125121.76004297545,11453.038743746867
2022,Cluster 5,9.429954534415232,+3 days (June 14),5,100531.03471222077,9480.030866339614
2022,Cluster 6,7.466678038292391,+3 days (June 14),2,56662.99055023754,4230.8430712542795
2017,Cluster 1,21.909429640388144,+6 days (June 17),2,3146.7650585852066,689.4382764590446
2017,Cluster 2,14.630225661589291,+6 days (June 17),5,111127.38190590199,16258.186744649607
2017,Cluster 3,11.600141542051297,+6 days (June 17),1,51479.3854147365,5971.681573087545
2017,Cluster 4,9.650157892249142,+6 days (June 17),4,122699.85671062849,11840.729906139104
2017,Cluster 5,9.756754854267392,+6 days (June 17),5,95733.12958194403,9340.446767628417
2017,Cluster 6,7.019521536749919,+6 days (June 17),2,61696.206824539004,4330.778525406288
2018,Cluster 1,52.465249609141786,+6 days (June 17),2,3190.528626571022,1673.9188077816098
2018,Cluster 2,43.804941732381145,+6 days (June 17),5,99586.04311490824,43623.608160069525
2018,Cluster 3,26.03687908538034,+6 days (June 17),1,47254.36877644959,12303.5628608839
2018,Cluster 4,16.520679209852734,+6 days (June 17),4,108783.17257052957,17971.7189746777
2018,Cluster 5,16.520969828766233,+6 days (June 17),5,96028.66338228426,15864.866504354668
2018,Cluster 6,15.878796865831657,+6 days (June 17),2,63797.062050512424,10130.205889369445
2019,Cluster 1,68.65976802148155,+6 days (June 17),2,2262.473396867049,1553.4089858366494
2019,Cluster 2,51.47351304642274,+6 days (June 17),5,111907.65229046023,57602.800001675445
2019,Cluster 3,33.221561244327745,+6 days (June 17),1,53151.39148043584,17657.722072885394
2019,Cluster 4,27.01364897720803,+6 days (June 17),4,140135.68563663407,37855.762209684064
2019,Cluster 5,24.04275947903855,+6 days (June 17),5,96160.909342715,23119.736146125277
2019,Cluster 6,18.46287945365914,+6 days (June 17),2,53205.79589213916,9823.321957925582
2020,Cluster 1,49.990834661478175,+6 days (June 17),2,2908.3390716563663,1453.9029767069032
2020,Cluster 2,30.13751826421692,+6 days (June 17),5,137455.1083869548,41425.55839521766
2020,Cluster 3,17.94052602609628,+6 days (June 17),1,55609.05073116313,9976.556219289405
2020,Cluster 4,10.527875511756482,+6 days (June 17),4,134967.69354936504,14209.230757966136
2020,Cluster 5,17.84734337946195,+6 days (June 17),5,92301.56813075565,16473.37780892398
2020,Cluster 6,22.743388435294975,+6 days (June 17),2,49360.14936329552,11226.17050193608
2021,Cluster 1,67.42259920002611,+6 days (June 17),2,3300.2419107031606,2225.1088760846756
2021,Cluster 2,41.386132260442594,+6 days (June 17),5,115511.60536182916,47805.78577120711
2021,Cluster 3,23.19322185779184,+6 days (June 17),1,51534.66514358986,11952.549220422916
2021,Cluster 4,16.405617031417858,+6 days (June 17),4,129669.06930779107,21273.01091884
2021,Cluster 5,12.67319673546869,+6 days (June 17),5,90403.45983865326,11457.008321022951
2021,Cluster 6,9.334503544878416,+6 days (June 17),2,53829.343035363316,5024.701933820751
2022,Cluster 1,30.938563146123784,+6 days (June 17),2,1992.0609236272767,616.3150267656816
2022,Cluster 2,22.41903716854261,+6 days (June 17),5,123157.8598775682,27610.806381933642
2022,Cluster 3,15.2913029340294,+6 days (June 17),1,50794.986042324905,7767.215191029853
2022,Cluster 4,14.241029012712971,+6 days (June 17),4,125121.76004297545,17818.62614893724
2022,Cluster 5,13.025836430073392,+6 days (June 17),5,100531.03471222077,13095.008143074181
2022,Cluster 6,12.311040057849656,+6 days (June 17),2,56662.99055023754,6975.803464615308
